Tournament,Stage,Match Type,Match Name,Team,Action,Map,Year
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Gen.G,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Gen.G,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,DRX,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Gen.G,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,DRX,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,BOOM Esports,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,DetonatioN FocusMe,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,BOOM Esports,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,DetonatioN FocusMe,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,BOOM Esports,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,DetonatioN FocusMe,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Team Secret,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Team Secret,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Team Secret,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Gen.G,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,TALON,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Gen.G,pick,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,TALON,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Gen.G,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,TALON,ban,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,T1,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,T1,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,DRX,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,T1,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,DRX,ban,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Gen.G,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,BOOM Esports,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Gen.G,pick,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,BOOM Esports,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Gen.G,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,BOOM Esports,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Rex Regum Qeon,ban,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,DRX,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Rex Regum Qeon,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,DRX,ban,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Rex Regum Qeon,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,TALON,ban,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,TALON,pick,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,TALON,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Paper Rex,ban,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,T1,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Paper Rex,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,T1,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Paper Rex,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,T1,ban,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,TALON,ban,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,TALON,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,DRX,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,TALON,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,DRX,ban,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Paper Rex,ban,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,BOOM Esports,ban,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Paper Rex,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,BOOM Esports,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Paper Rex,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,BOOM Esports,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Gen.G,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,ban,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Gen.G,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Gen.G,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Paper Rex,ban,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Paper Rex,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,DRX,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Paper Rex,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,DRX,ban,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Rex Regum Qeon,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Paper Rex,ban,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Rex Regum Qeon,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Paper Rex,pick,Split,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Rex Regum Qeon,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Paper Rex,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Gen.G,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Gen.G,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Gen.G,pick,Haven,2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Gen.G,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Trace Esports,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,All Gamers,ban,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Trace Esports,pick,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,All Gamers,pick,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Trace Esports,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,All Gamers,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,pick,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,TYLOO,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,EDward Gaming,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,TYLOO,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,EDward Gaming,pick,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,TYLOO,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,EDward Gaming,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Wolves Esports,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,JDG Esports,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Wolves Esports,pick,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,JDG Esports,pick,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Wolves Esports,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,JDG Esports,ban,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Titan Esports Club,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,FunPlus Phoenix,ban,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Titan Esports Club,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,FunPlus Phoenix,pick,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Titan Esports Club,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,FunPlus Phoenix,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Nova Esports,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,EDward Gaming,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Nova Esports,pick,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,EDward Gaming,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Nova Esports,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,EDward Gaming,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,TYLOO,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,ban,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,TYLOO,pick,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,TYLOO,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Xi Lai Gaming,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,All Gamers,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Xi Lai Gaming,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,All Gamers,pick,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Xi Lai Gaming,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,All Gamers,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Trace Esports,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Wolves Esports,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Trace Esports,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Wolves Esports,pick,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Trace Esports,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Wolves Esports,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Titan Esports Club,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Titan Esports Club,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Titan Esports Club,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,JDG Esports,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Bilibili Gaming,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,JDG Esports,pick,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Bilibili Gaming,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,JDG Esports,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Bilibili Gaming,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Trace Esports,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,JDG Esports,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Trace Esports,pick,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,JDG Esports,pick,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Trace Esports,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,JDG Esports,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Xi Lai Gaming,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Wolves Esports,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Xi Lai Gaming,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Wolves Esports,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Xi Lai Gaming,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Wolves Esports,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Titan Esports Club,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,TYLOO,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Titan Esports Club,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,TYLOO,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Titan Esports Club,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,TYLOO,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,EDward Gaming,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Dragon Ranger Gaming,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,EDward Gaming,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Dragon Ranger Gaming,pick,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,EDward Gaming,ban,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Dragon Ranger Gaming,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Nova Esports,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Nova Esports,pick,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Nova Esports,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bilibili Gaming,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,All Gamers,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bilibili Gaming,pick,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,All Gamers,pick,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bilibili Gaming,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,All Gamers,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,FunPlus Phoenix,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,FunPlus Phoenix,pick,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,FunPlus Phoenix,ban,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Wolves Esports,ban,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Bilibili Gaming,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Wolves Esports,pick,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Bilibili Gaming,pick,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Wolves Esports,ban,Fracture,2025
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Bilibili Gaming,ban,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,All Gamers,ban,Haven,2025
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,JDG Esports,ban,Ascent,2025
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,All Gamers,pick,Split,2025
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,JDG Esports,pick,Pearl,2025
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,All Gamers,ban,Icebox,2025
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,JDG Esports,ban,Lotus,2025
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,EDward Gaming,ban,Fracture,2025
