Tournament,Stage,Match Type,Match Name,Team,Action,Map,Year
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Upper Bracket Semifinals,Kaos Latin Gamers vs Meta Gaming,Meta Gaming,pick,Haven,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Upper Bracket Semifinals,Kaos Latin Gamers vs Meta Gaming,Kaos Latin Gamers,pick,Bind,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAN,Upper Semifinals,Pro Hub Gaming vs Border Monsters,Border Monsters,pick,Ascent,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAN,Upper Semifinals,Pro Hub Gaming vs Border Monsters,Pro Hub Gaming,pick,Haven,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Upper Bracket Final,Meta Gaming vs ATROPELADOS,ATROPELADOS,pick,Ascent,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Upper Bracket Final,Meta Gaming vs ATROPELADOS,Meta Gaming,pick,Haven,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAN,Upper Final,PEEK Gaming vs Border Monsters,PEEK Gaming,pick,Icebox,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAN,Upper Final,PEEK Gaming vs Border Monsters,Border Monsters,pick,Haven,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Lower Bracket Round 3,Optix vs Furious Gaming,Optix,pick,Icebox,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Lower Bracket Round 3,Optix vs Furious Gaming,Furious Gaming,pick,Bind,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Lower Bracket Final,ATROPELADOS vs Optix,Optix,pick,Ascent,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Lower Bracket Final,ATROPELADOS vs Optix,ATROPELADOS,pick,Bind,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAN,Lower Final,PEEK Gaming vs Six Karma,Six Karma,pick,Icebox,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAN,Lower Final,PEEK Gaming vs Six Karma,PEEK Gaming,pick,Split,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Grand Finals,Meta Gaming vs ATROPELADOS,Meta Gaming,pick,Haven,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAS,Grand Finals,Meta Gaming vs ATROPELADOS,Meta Gaming,pick,Bind,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAN,Grand Final,Border Monsters vs Six Karma,Border Monsters,pick,Bind,2021
Champions Tour LATAM Stage 2: Challengers 2,Main Event: LAN,Grand Final,Border Monsters vs Six Karma,Border Monsters,pick,Icebox,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Round 2,SBTC Esports vs EGO,EGO,pick,Ascent,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Round 2,SBTC Esports vs EGO,SBTC Esports,pick,Haven,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Round 2,SBTC Esports vs EGO,SBTC Esports,pick,Bind,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Round 2,DivisionX Gaming vs FEARUS,FEARUS,pick,Ascent,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Round 2,DivisionX Gaming vs FEARUS,DivisionX Gaming,pick,Haven,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Round 2,DivisionX Gaming vs FEARUS,DivisionX Gaming,pick,Bind,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Final,No Hope Gaming vs FEARUS,No Hope Gaming,pick,Icebox,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Final,No Hope Gaming vs FEARUS,FEARUS,pick,Ascent,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Lower Bracket Final,No Hope Gaming vs FEARUS,No Hope Gaming,pick,Split,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Grand Final,CERBERUS Esports vs FEARUS,CERBERUS Esports,pick,Split,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Grand Final,CERBERUS Esports vs FEARUS,FEARUS,pick,Haven,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Grand Final,CERBERUS Esports vs FEARUS,CERBERUS Esports,pick,Bind,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Grand Final,CERBERUS Esports vs FEARUS,FEARUS,pick,Ascent,2021
Champions Tour Vietnam Stage 2: Challengers,Main Event,Grand Final,CERBERUS Esports vs FEARUS,CERBERUS Esports,pick,Icebox,2021
Champions Tour Thailand Stage 2: Challengers 2,Main Event,Quarterfinals,FULL SENSE vs Aricat Esport Family,FULL SENSE,pick,Ascent,2021
Champions Tour Thailand Stage 2: Challengers 2,Main Event,Quarterfinals,FULL SENSE vs Aricat Esport Family,Aricat Esport Family,pick,Bind,2021
Champions Tour Thailand Stage 2: Challengers 2,Main Event,Grand Final,Sharper Esport vs FULL SENSE,Sharper Esport,pick,Split,2021
Champions Tour Thailand Stage 2: Challengers 2,Main Event,Grand Final,Sharper Esport vs FULL SENSE,FULL SENSE,pick,Haven,2021
Champions Tour Thailand Stage 2: Challengers 2,Main Event,Grand Final,Sharper Esport vs FULL SENSE,Sharper Esport,pick,Bind,2021
Champions Tour Thailand Stage 2: Challengers 2,Main Event,Grand Final,Sharper Esport vs FULL SENSE,FULL SENSE,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Bigetron Arctic vs WAY Esports,WAY Esports,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Bigetron Arctic vs WAY Esports,Bigetron Arctic,pick,Split,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Bigetron Arctic vs WAY Esports,WAY Esports,pick,Icebox,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Morph Impact vs XcN Gaming,XcN Gaming,pick,Icebox,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Morph Impact vs XcN Gaming,Morph Impact,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Morph Impact vs XcN Gaming,XcN Gaming,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Alter Ego vs VVV,VVV,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Alter Ego vs VVV,Alter Ego,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,Alter Ego vs VVV,VVV,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,BOOM Esports vs Reckless Lads,Reckless Lads,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,BOOM Esports vs Reckless Lads,BOOM Esports,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Quarterfinals,BOOM Esports vs Reckless Lads,Reckless Lads,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Bronze Match,Morph Impact vs Alter Ego,Morph Impact,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Bronze Match,Morph Impact vs Alter Ego,Alter Ego,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Bronze Match,Morph Impact vs Alter Ego,Morph Impact,pick,Split,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Grand Final,Bigetron Arctic vs BOOM Esports,BOOM Esports,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Grand Final,Bigetron Arctic vs BOOM Esports,Bigetron Arctic,pick,Icebox,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Grand Final,Bigetron Arctic vs BOOM Esports,BOOM Esports,pick,Split,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Grand Final,Bigetron Arctic vs BOOM Esports,Bigetron Arctic,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 3,Main Event,Grand Final,Bigetron Arctic vs BOOM Esports,BOOM Esports,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Quarterfinals,Vendetta vs 6045Pirates,Vendetta,pick,Icebox,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Quarterfinals,Vendetta vs 6045Pirates,6045Pirates,pick,Bind,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Quarterfinals,Alpha Esports Pro vs Fulcrum Esports Catalyst,Alpha Esports Pro,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Quarterfinals,Alpha Esports Pro vs Fulcrum Esports Catalyst,Fulcrum Esports Catalyst,pick,Icebox,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Quarterfinals,Hashira vs Galaxy Racer,Galaxy Racer,pick,Icebox,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Quarterfinals,Hashira vs Galaxy Racer,Hashira,pick,Ascent,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Quarterfinals,Looking For Org vs Walküre,Walküre,pick,Icebox,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Quarterfinals,Looking For Org vs Walküre,Looking For Org,pick,Ascent,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Semifinals,6045Pirates vs Alpha Esports Pro,6045Pirates,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Semifinals,6045Pirates vs Alpha Esports Pro,Alpha Esports Pro,pick,Icebox,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Grand Final,6045Pirates vs Hashira,Hashira,pick,Bind,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Grand Final,6045Pirates vs Hashira,6045Pirates,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Grand Final,6045Pirates vs Hashira,Hashira,pick,Ascent,2021
Champions Tour Philippines Stage 2: Challengers 3,Main Event,Grand Final,6045Pirates vs Hashira,6045Pirates,pick,Split,2021
Champions Tour Japan Stage 2: Challengers 2,Main Event,Group A,FENNEL vs ShikouKouketsu,ShikouKouketsu,pick,Icebox,2021
Champions Tour Japan Stage 2: Challengers 2,Main Event,Group A,FENNEL vs ShikouKouketsu,FENNEL,pick,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Quarterfinals,Todak vs Orgless,Orgless,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Quarterfinals,Todak vs Orgless,Todak,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Quarterfinals,Todak vs Orgless,Todak,pick,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Quarterfinals,Todak vs Orgless,Orgless,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Quarterfinals,Team SMG vs Kingsmen,Kingsmen,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Quarterfinals,Team SMG vs Kingsmen,Team SMG,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Quarterfinals,Team SMG vs Kingsmen,Team SMG,pick,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Quarterfinals,Team SMG vs Kingsmen,Kingsmen,pick,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Semifinals,Paper Rex vs Todak,Paper Rex,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Semifinals,Paper Rex vs Todak,Todak,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Semifinals,Paper Rex vs Todak,Todak,pick,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Semifinals,Paper Rex vs Todak,Paper Rex,pick,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Semifinals,Team SMG vs Louvre,Team SMG,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Semifinals,Team SMG vs Louvre,Louvre,ban,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Semifinals,Team SMG vs Louvre,Louvre,pick,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Semifinals,Team SMG vs Louvre,Team SMG,pick,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 2,Team SMG vs Orgless,Orgless,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 2,Team SMG vs Orgless,Team SMG,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 2,Team SMG vs Orgless,Team SMG,pick,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 2,Team SMG vs Orgless,Orgless,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 2,Todak vs Kingsmen,Kingsmen,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 2,Todak vs Kingsmen,Todak,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 2,Todak vs Kingsmen,Todak,pick,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 2,Todak vs Kingsmen,Kingsmen,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Finals,Paper Rex vs Louvre,Paper Rex,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Finals,Paper Rex vs Louvre,Louvre,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Finals,Paper Rex vs Louvre,Louvre,pick,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Upper Finals,Paper Rex vs Louvre,Paper Rex,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 3,Team SMG vs Todak,Todak,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 3,Team SMG vs Todak,Team SMG,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 3,Team SMG vs Todak,Team SMG,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,Lower Bracket Round 3,Team SMG vs Todak,Todak,pick,Haven,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Winner's (A),Team Vikings vs Gamelanders Blue,Gamelanders Blue,ban,Bind,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Winner's (A),Team Vikings vs Gamelanders Blue,Team Vikings,ban,Split,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Winner's (A),Team Vikings vs Gamelanders Blue,Team Vikings,pick,Ascent,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Winner's (A),Team Vikings vs Gamelanders Blue,Gamelanders Blue,pick,Icebox,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Winner's (B),FURIA vs Sharks Esports,FURIA,ban,Haven,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Winner's (B),FURIA vs Sharks Esports,Sharks Esports,ban,Split,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Winner's (B),FURIA vs Sharks Esports,Sharks Esports,pick,Bind,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Winner's (B),FURIA vs Sharks Esports,FURIA,pick,Icebox,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Decider (A),Team Vikings vs SLICK,Team Vikings,ban,Split,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Decider (A),Team Vikings vs SLICK,SLICK,ban,Ascent,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Decider (A),Team Vikings vs SLICK,SLICK,pick,Haven,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Decider (A),Team Vikings vs SLICK,Team Vikings,pick,Bind,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Decider (B),Sharks Esports vs Liberty,Sharks Esports,ban,Split,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Decider (B),Sharks Esports vs Liberty,Liberty,ban,Haven,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Decider (B),Sharks Esports vs Liberty,Liberty,pick,Icebox,2021
Champions Tour Brazil Stage 2: Challengers 2,Main Event,Decider (B),Sharks Esports vs Liberty,Sharks Esports,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Entropiq vs Team Liquid,Entropiq,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Entropiq vs Team Liquid,Team Liquid,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Entropiq vs Team Liquid,Team Liquid,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Entropiq vs Team Liquid,Entropiq,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,19esports vs Opportunists,19esports,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,19esports vs Opportunists,Opportunists,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,19esports vs Opportunists,Opportunists,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,19esports vs Opportunists,19esports,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Ninjas in Pyjamas vs Team Sampi,Ninjas in Pyjamas,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Ninjas in Pyjamas vs Team Sampi,Team Sampi,ban,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Ninjas in Pyjamas vs Team Sampi,Team Sampi,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Ninjas in Pyjamas vs Team Sampi,Ninjas in Pyjamas,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Tarren Mill vs Team Vitality,Tarren Mill,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Tarren Mill vs Team Vitality,Team Vitality,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Tarren Mill vs Team Vitality,Team Vitality,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Tarren Mill vs Team Vitality,Tarren Mill,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,FNATIC vs Ovation eSports,FNATIC,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,FNATIC vs Ovation eSports,Ovation eSports,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,FNATIC vs Ovation eSports,Ovation eSports,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,FNATIC vs Ovation eSports,FNATIC,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Giants Gaming vs Finest,Giants Gaming,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Giants Gaming vs Finest,Finest,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Giants Gaming vs Finest,Finest,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Giants Gaming vs Finest,Giants Gaming,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Benchwarmers vs Team Heretics,Benchwarmers,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Benchwarmers vs Team Heretics,Team Heretics,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Benchwarmers vs Team Heretics,Team Heretics,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Benchwarmers vs Team Heretics,Benchwarmers,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,G2 Esports vs STAGA,G2 Esports,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,G2 Esports vs STAGA,STAGA,ban,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,G2 Esports vs STAGA,STAGA,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,G2 Esports vs STAGA,G2 Esports,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,ET ELLER ANDET FEDT vs Illuminar Gaming,ET ELLER ANDET FEDT,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,ET ELLER ANDET FEDT vs Illuminar Gaming,Illuminar Gaming,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,ET ELLER ANDET FEDT vs Illuminar Gaming,Illuminar Gaming,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,ET ELLER ANDET FEDT vs Illuminar Gaming,ET ELLER ANDET FEDT,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,SAW vs PACT,SAW,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,SAW vs PACT,PACT,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,SAW vs PACT,PACT,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,SAW vs PACT,SAW,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,HONK vs Prinzen von Stuttgart,HONK,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,HONK vs Prinzen von Stuttgart,Prinzen von Stuttgart,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,HONK vs Prinzen von Stuttgart,Prinzen von Stuttgart,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,HONK vs Prinzen von Stuttgart,HONK,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,CE Calling vs sas elle,CE Calling,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,CE Calling vs sas elle,sas elle,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,CE Calling vs sas elle,sas elle,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,CE Calling vs sas elle,CE Calling,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,HEET vs Rix.GG Thunder,HEET,ban,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,HEET vs Rix.GG Thunder,Rix.GG Thunder,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,HEET vs Rix.GG Thunder,Rix.GG Thunder,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,HEET vs Rix.GG Thunder,HEET,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Acend vs Lucky Boys,Acend,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Acend vs Lucky Boys,Lucky Boys,ban,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Acend vs Lucky Boys,Lucky Boys,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Acend vs Lucky Boys,Acend,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Alliance vs fastmix,Alliance,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Alliance vs fastmix,fastmix,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Alliance vs fastmix,fastmix,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Alliance vs fastmix,Alliance,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,KLATWA vs DeftFox,KLATWA,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,KLATWA vs DeftFox,DeftFox,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,KLATWA vs DeftFox,DeftFox,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,KLATWA vs DeftFox,KLATWA,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Ninjas in Pyjamas vs HONK,Ninjas in Pyjamas,ban,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Ninjas in Pyjamas vs HONK,HONK,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Ninjas in Pyjamas vs HONK,HONK,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Ninjas in Pyjamas vs HONK,Ninjas in Pyjamas,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Team Liquid vs Alliance,Team Liquid,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Team Liquid vs Alliance,Alliance,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Team Liquid vs Alliance,Alliance,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Team Liquid vs Alliance,Team Liquid,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Giants Gaming vs Team Vitality,Giants Gaming,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Giants Gaming vs Team Vitality,Team Vitality,ban,Bind,2021
